# 枫语幕词库 1.0 - 冒险岛国际怀旧服专用
# 生成日期：2026-08-12
# 主数据：https://mxdgcw.dvg.cn/（当前GCW资料ID与中英文名）
# NPC补全：https://meowdb.com/msclassic/（按同一NPC ID对齐）
# 技能中文：https://mxd079.dvg.cn/（仅对GCW当前技能ID进行中文名匹配）
# 格式：英文原文<Tab>中文翻译<Tab>分类#资料ID
Magician Job Instructor	魔法师转职教官	怀旧服-NPC#319
Ronnie	洛尼	怀旧服-NPC#320
JM From tha Streetz	后街吉姆	怀旧服-NPC#401
Alex	阿勒斯	怀旧服-NPC#402
Shumi	休咪	怀旧服-NPC#403
Mong from Kong	马龙	怀旧服-NPC#404
Mr. Hong	洪先生	怀旧服-NPC#405
Nella	内拉	怀旧服-NPC#406
Icarus	伊卡路斯	怀旧服-NPC#407
Cutthroat Manny	曼斯塔	怀旧服-NPC#408
Don Hwang	玛帕	怀旧服-NPC#409
Dr. Faymus	铭仁	怀旧服-NPC#410
Dark Lord	黑暗之神	怀旧服-NPC#411
Jane Doe	不认识的女人	怀旧服-NPC#412
Don Giovanni	钱老板	怀旧服-NPC#413
Andre	安德里亚	怀旧服-NPC#414
Chris	克利思	怀旧服-NPC#415
Tulcus	图里卡斯	怀旧服-NPC#416
Jake	冬青	怀旧服-NPC#417
The Ticket Gate	检票口	怀旧服-NPC#418
Thief Job Instructor	飞侠转职教官	怀旧服-NPC#424
Blackbull	酋长	怀旧服-NPC#501
Manji	麦吉	怀旧服-NPC#502
Mr. Thunder	辛德	怀旧服-NPC#503
Silas Irons	西拉斯·艾恩斯	怀旧服-NPC#504
Mr. Wang	王先生	怀旧服-NPC#505
Ayan	伊安	怀旧服-NPC#506
River	利伯	怀旧服-NPC#507
Harry	哈里	怀旧服-NPC#508
Arturo	阿图罗	怀旧服-NPC#509
Sophia	索非亚	怀旧服-NPC#510
Dances with Balrog	与巴洛古共舞	怀旧服-NPC#511
Winston	芳博士	怀旧服-NPC#512
Mike	麦克	怀旧服-NPC#513
Warrior Job Instructor	战士转职教官	怀旧服-NPC#514
VIP Cab	高级出租车	怀旧服-NPC#601
Chrishrama	克利斯拉玛	怀旧服-NPC#602
Sabitrama	萨比特拉玛	怀旧服-NPC#603
Mr. Oh	吴先生	怀旧服-NPC#604
Eurek the Alchemist	流浪炼金术士	怀旧服-NPC#605
Hotel Receptionist	宾馆服务员	怀旧服-NPC#606
Mr. Sweatbottom	豪素夫	怀旧服-NPC#607
Mr. Wetbottom	泰素夫	怀旧服-NPC#608
Mysterious Statue	奇怪的石像	怀旧服-NPC#609
Crumbling Statue	坍塌的石像	怀旧服-NPC#610
a pile of pink flowers	粉红色花簇	怀旧服-NPC#611
a pile of blue flowers	蓝花簇	怀旧服-NPC#612
a pile of white flowers	白花簇	怀旧服-NPC#613
24 Hr Mobile Store	24小时 排档	怀旧服-NPC#614
Door of Dimension	次元之门	怀旧服-NPC#615
Luma	露玛	怀旧服-NPC#700
Zelya	泽莉亚	怀旧服-NPC#701
Myen	米恩	怀旧服-NPC#702
Myra	迈拉	怀旧服-NPC#703
Nyroth	尼罗斯	怀旧服-NPC#707
Valen	拜伦	怀旧服-NPC#800
Pison	派申	怀旧服-NPC#801
Riel	丽尔	怀旧服-NPC#802
Roel	露尔	怀旧服-NPC#803
Rael	拉尔	怀旧服-NPC#804
Lakelis	拉克里斯	怀旧服-NPC#800000
Cloto	克鲁特	怀旧服-NPC#800001
Fredrick	弗兰德里	怀旧服-NPC#800008
Scrooge	斯克鲁 吉	怀旧服-NPC#800009
Maple Administrator	冒险岛运营员	怀旧服-NPC#900000
MapleCon TV	冒险岛展会TV	怀旧服-NPC#900009
Paul	珀尔	怀旧服-NPC#900010
Vikoon	贝昆	怀旧服-NPC#900011
Pietro	比特罗	怀旧服-NPC#900012
Pietra	比特拉	怀旧服-NPC#900013
Chun Ji	千吉	怀旧服-NPC#900014
Mr. Pickall	权达开	怀旧服-NPC#900015
Light Skin	奶油皮肤	怀旧服-道具#12000
Tan Skin	日光浴皮肤	怀旧服-道具#12001
Dark Skin	健身皮肤	怀旧服-道具#12002
Pale Skin	牛奶皮肤	怀旧服-道具#12003
Blue Gray Skin	冷清皮肤	怀旧服-道具#12004
Ghostly Skin	苍白皮肤	怀旧服-道具#12005
Fair Skin	贵族皮肤	怀旧服-道具#12006
Confident Face	最初冒险(帅)-男脸	怀旧服-道具#20001
Dramatic Face	漠不关心-男脸	怀旧服-道具#20003
Rebel's Fire	别惹我-男脸	怀旧服-道具#20004
Alert Face	男子气概-男脸	怀旧服-道具#20005
Sad Innocence	乖萌-男脸	怀旧服-道具#20007
Worrisome Glare	无所谓-男脸	怀旧服-道具#20008
Smart Aleck	讨厌-男脸	怀旧服-道具#20009
Wisdom Glance	滴溜溜-女脸	怀旧服-道具#20010
Cool Guy Gaze	无所谓-男脸	怀旧服-道具#20011
Curious Dog	精干大眼-男脸	怀旧服-道具#20012
Insomniac Daze	不良少年-男脸	怀旧服-道具#20013
Look of Wonder	柔情大眼-男脸	怀旧服-道具#20014
Intelligent Face	最初冒险(帅)-女脸	怀旧服-道具#21002
Strong Stare	小美-女脸	怀旧服-道具#21003
Angel Glow	炯炯有神-女脸	怀旧服-道具#21004
Pucker Up Face	嘟嘴大眼-女脸	怀旧服-道具#21006
Dollface Look	成熟浓妆-女脸	怀旧服-道具#21007
Hopeless Gaze	无辜-女脸	怀旧服-道具#21008
Look of Death	干瞪眼-女脸	怀旧服-道具#21009
Hypnotized Look	水汪汪-女脸	怀旧服-道具#21011
Soul's Window	睁大眼-女脸	怀旧服-道具#21012
Wide-eyed Girl	下垂眼-女脸	怀旧服-道具#21013
Curious Look	弱弱-女脸	怀旧服-道具#21014
Black Zeta	黑色贝吉塔发型	怀旧服-道具#30010
Black Rockstar	黑色长中分	怀旧服-道具#30040
Red Rockstar	红色长中分	怀旧服-道具#30041
Orange Rockstar	橙色长中分	怀旧服-道具#30042
Blonde Rockstar	黄色长中分	怀旧服-道具#30043
Green Rockstar	绿色长中分	怀旧服-道具#30044
Blue Rockstar	蓝色长中分	怀旧服-道具#30045
Purple Rockstar	紫色长中分	怀旧服-道具#30046
Brown Rockstar	褐色长中分	怀旧服-道具#30047
Black Metro	黑色休闲发型	怀旧服-道具#30050
Red Metro	红色休闲发型	怀旧服-道具#30051
Orange Metro	橙色休闲发型	怀旧服-道具#30052
Blonde Metro	黄色休闲发型	怀旧服-道具#30053
Green Metro	绿色休闲发型	怀旧服-道具#30054
Blue Metro	蓝色休闲发型	怀旧服-道具#30055
Purple Metro	紫色休闲发型	怀旧服-道具#30056
Brown Metro	褐色休闲发型	怀旧服-道具#30057
Black Catalyst	黑色长甩发型	怀旧服-道具#30060
Red Catalyst	橙色长甩发型	怀旧服-道具#30061
Orange Catalyst	红色长甩发型	怀旧服-道具#30062
Blonde Catalyst	黄色长甩发型	怀旧服-道具#30063
Green Catalyst	绿色长甩发型	怀旧服-道具#30064
Blue Catalyst	蓝色长甩发型	怀旧服-道具#30065
Purple Catalyst	紫色长甩发型	怀旧服-道具#30066
Brown Catalyst	褐色长甩发型	怀旧服-道具#30067
Black All Back	黄色黄鸟发型	怀旧服-道具#30070
Black Military Buzzcut	黑色罕见发型	怀旧服-道具#30080
Black Mohawk	黄色喔喔鸡发型	怀旧服-道具#30090
Black Fantasy	蓝色菜菜发型	怀旧服-道具#30100
Red Fantasy	紫色菜菜发型	怀旧服-道具#30101
Orange Fantasy	褐色菜菜发型	怀旧服-道具#30102
Blonde Fantasy	绿色菜菜发型	怀旧服-道具#30103
Green Fantasy	绿色菜菜发型	怀旧服-道具#30104
Blue Fantasy	蓝色菜菜发型	怀旧服-道具#30105
Purple Fantasy	紫色菜菜发型	怀旧服-道具#30106
Brown Fantasy	褐色菜菜发型	怀旧服-道具#30107
Black Fireball	黑色朝天发型	怀旧服-道具#30110
Red Fireball	红色朝天发型	怀旧服-道具#30111
Orange Fireball	橙色朝天发型	怀旧服-道具#30112
Blonde Fireball	黄色朝天发型	怀旧服-道具#30113
Green Fireball	绿色朝天发型	怀旧服-道具#30114
Blue Fireball	蓝色朝天发型	怀旧服-道具#30115
Purple Fireball	紫色朝天发型	怀旧服-道具#30116
Brown Fireball	褐色朝天发型	怀旧服-道具#30117
Black Vincent	黑色靓仔发型	怀旧服-道具#30120
Red Vincent	红色靓仔发型	怀旧服-道具#30121
Orange Vincent	橙色靓仔发型	怀旧服-道具#30122
Blonde Vincent	黄色靓仔发型	怀旧服-道具#30123
Green Vincent	绿色靓仔发型	怀旧服-道具#30124
Blue Vincent	蓝色靓仔发型	怀旧服-道具#30125
Purple Vincent	紫色靓仔发型	怀旧服-道具#30126
Brown Vincent	褐色靓仔发型	怀旧服-道具#30127
Black Antagonist	黑色半遮脸发型	怀旧服-道具#30130
Red Antagonist	红色半遮脸发型	怀旧服-道具#30131
Orange Antagonist	橙色半遮脸发型	怀旧服-道具#30132
Blonde Antagonist	黄色半遮脸发型	怀旧服-道具#30133
Green Antagonist	绿色半遮脸发型	怀旧服-道具#30134
Blue Antagonist	蓝色半遮脸发型	怀旧服-道具#30135
Purple Antagonist	紫色半遮脸发型	怀旧服-道具#30136
Brown Antagonist	褐色半遮脸发型	怀旧服-道具#30137
Black Topknot	黑色武士头	怀旧服-道具#30140
Red Topknot	红色武士头	怀旧服-道具#30141
Orange Topknot	橙色武士头	怀旧服-道具#30142
Blonde Topknot	黄色武士头	怀旧服-道具#30143
Green Topknot	绿色武士头	怀旧服-道具#30144
Blue Topknot	蓝色武士头	怀旧服-道具#30145
Purple Topknot	紫色武士头	怀旧服-道具#30146
Brown Topknot	褐色武士头	怀旧服-道具#30147
Black Mane	黑色乱碎	怀旧服-道具#30180
Red Mane	红色乱碎	怀旧服-道具#30181
Orange Mane	橙色乱碎	怀旧服-道具#30182
Blonde Mane	黄色乱碎	怀旧服-道具#30183
Green Mane	绿色乱碎	怀旧服-道具#30184
Blue Mane	蓝色乱碎	怀旧服-道具#30185
Purple Mane	紫色乱碎	怀旧服-道具#30186
Brown Mane	褐色乱碎	怀旧服-道具#30187
Black Bowl Cut	黑色蘑菇头	怀旧服-道具#30190
Red Bowl Cut	红色蘑菇头	怀旧服-道具#30191
Orange Bowl Cut	橙色蘑菇头	怀旧服-道具#30192
Blonde Bowl Cut	黄色蘑菇头	怀旧服-道具#30193
Green Bowl Cut	绿色蘑菇头	怀旧服-道具#30194
Blue Bowl Cut	蓝色蘑菇头	怀旧服-道具#30195
Purple Bowl Cut	紫色蘑菇头	怀旧服-道具#30196
Brown Bowl Cut	褐色蘑菇头	怀旧服-道具#30197
Black Wind	黑色碎发	怀旧服-道具#30200
Red Wind	红色碎发	怀旧服-道具#30201
Orange Wind	橙色碎发	怀旧服-道具#30202
Blonde Wind	黄色碎发	怀旧服-道具#30203
Green Wind	绿色碎发	怀旧服-道具#30204
Blue Wind	蓝色碎发	怀旧服-道具#30205
Purple Wind	紫色碎发	怀旧服-道具#30206
Brown Wind	褐色碎发	怀旧服-道具#30207
Black Shaggy Wax	黑色露耳短发	怀旧服-道具#30210
Red Shaggy Wax	红色露耳短发	怀旧服-道具#30211
Orange Shaggy Wax	橙色露耳短发	怀旧服-道具#30212
Blonde Shaggy Wax	黄色露耳短发	怀旧服-道具#30213
Green Shaggy Wax	绿色露耳短发	怀旧服-道具#30214
Blue Shaggy Wax	蓝色露耳短发	怀旧服-道具#30215
Purple Shaggy Wax	紫色露耳短发	怀旧服-道具#30216
Brown Shaggy Wax	褐色露耳短发	怀旧服-道具#30217
Black Grooovy Do	黑色猫王头	怀旧服-道具#30220
Red Grooovy Do	红色猫王头	怀旧服-道具#30221
Orange Grooovy Do	橙色猫王头	怀旧服-道具#30222
Blonde Grooovy Do	黄色猫王头	怀旧服-道具#30223
Green Grooovy Do	绿色猫王头	怀旧服-道具#30224
Blue Grooovy Do	蓝色猫王头	怀旧服-道具#30225
Purple Grooovy Do	紫色猫王头	怀旧服-道具#30226
Brown Grooovy Do	褐色猫王头	怀旧服-道具#30227
Black Foil Perm	黑色长刺发	怀旧服-道具#30230
Red Foil Perm	红色长刺发	怀旧服-道具#30231
Orange Foil Perm	橙色长刺发	怀旧服-道具#30232
Blonde Foil Perm	黄色长刺发	怀旧服-道具#30233
Green Foil Perm	绿色长刺发	怀旧服-道具#30234
Blue Foil Perm	蓝色长刺发	怀旧服-道具#30235
Purple Foil Perm	紫色长刺发	怀旧服-道具#30236
Brown Foil Perm	褐色长刺发	怀旧服-道具#30237
Black Chestnut	黑色海藻头	怀旧服-道具#30240
Red Chestnut	红色海藻头	怀旧服-道具#30241
Orange Chestnut	橙色海藻头	怀旧服-道具#30242
Blonde Chestnut	黄色海藻头	怀旧服-道具#30243
Green Chestnut	绿色海藻头	怀旧服-道具#30244
Blue Chestnut	蓝色海藻头	怀旧服-道具#30245
Purple Chestnut	紫色海藻头	怀旧服-道具#30246
Brown Chestnut	褐色海藻头	怀旧服-道具#30247
Black with Bald Spot	黑色瘌痢头	怀旧服-道具#30270
Red with Bald Spot	红色瘌痢头	怀旧服-道具#30271
Orange with Bald Spot	橙色瘌痢头	怀旧服-道具#30272
Blonde with Bald Spot	黄色瘌痢头	怀旧服-道具#30273
Green with Bald Spot	绿色瘌痢头	怀旧服-道具#30274
Blue with Bald Spot	蓝色瘌痢头	怀旧服-道具#30275
Purple with Bald Spot	紫色瘌痢头	怀旧服-道具#30276
Brown with Bald Spot	褐色瘌痢头	怀旧服-道具#30277
Black Mohecan Shaggy Do	黑色莫西干头	怀旧服-道具#30280
Red Mohecan Shaggy Do	红色莫西干头	怀旧服-道具#30281
Orange Mohecan Shaggy Do	橙色莫西干头	怀旧服-道具#30282
Blonde Mohecan Shaggy Do	黄色莫西干头	怀旧服-道具#30283
Green Mohecan Shaggy Do	绿色莫西干头	怀旧服-道具#30284
Blue Mohecan Shaggy Do	蓝色莫西干头	怀旧服-道具#30285
Purple Mohecan Shaggy Do	紫色莫西干头	怀旧服-道具#30286
Brown Mohecan Shaggy Do	褐色莫西干头	怀旧服-道具#30287
Black Romance	黑色中垂发	怀旧服-道具#30300
Red Romance	红色中垂发	怀旧服-道具#30301
Orange Romance	橙色中垂发	怀旧服-道具#30302
Blonde Romance	黄色中垂发	怀旧服-道具#30303
Green Romance	绿色中垂发	怀旧服-道具#30304
Blue Romance	蓝色中垂发	怀旧服-道具#30305
Purple Romance	紫色中垂发	怀旧服-道具#30306
Brown Romance	褐色中垂发	怀旧服-道具#30307
Black Acorn	黑色瓜皮发型	怀旧服-道具#30310
Red Acorn	红色瓜皮发型	怀旧服-道具#30311
Orange Acorn	橙色瓜皮发型	怀旧服-道具#30312
Blonde Acorn	黄色瓜皮发型	怀旧服-道具#30313
Green Acorn	绿色瓜皮发型	怀旧服-道具#30314
Blue Acorn	蓝色瓜皮发型	怀旧服-道具#30315
Purple Acorn	紫色瓜皮发型	怀旧服-道具#30316
Brown Acorn	褐色瓜皮发型	怀旧服-道具#30317
Black Close-Cropped Afro	黑色爆炸头	怀旧服-道具#30320
Red Close-Cropped Afro	红色爆炸头	怀旧服-道具#30321
Orange Close-Cropped Afro	橙色爆炸头	怀旧服-道具#30322
Blonde Close-Cropped Afro	黄色爆炸头	怀旧服-道具#30323
Green Close-Cropped Afro	绿色爆炸头	怀旧服-道具#30324
Blue Close-Cropped Afro	蓝色爆炸头	怀旧服-道具#30325
Purple Close-Cropped Afro	紫色爆炸头	怀旧服-道具#30326
Brown Close-Cropped Afro	褐色爆炸头	怀旧服-道具#30327
Black Astro	黑色花刘海发型	怀旧服-道具#30350
Red Astro	红色花刘海发型	怀旧服-道具#30351
Orange Astro	橙色花刘海发型	怀旧服-道具#30352
Blonde Astro	黄色花刘海发型	怀旧服-道具#30353
Green Astro	绿色花刘海发型	怀旧服-道具#30354
Blue Astro	蓝色花刘海发型	怀旧服-道具#30355
Purple Astro	紫色花刘海发型	怀旧服-道具#30356
Brown Astro	褐色花刘海发型	怀旧服-道具#30357
Black Shaggy Dragon	黑色派勒发	怀旧服-道具#30370
Red Shaggy Dragon	红色派勒发	怀旧服-道具#30371
Orange Shaggy Dragon	橙色派勒发	怀旧服-道具#30372
Blonde Shaggy Dragon	黄色派勒发	怀旧服-道具#30373
Green Shaggy Dragon	绿色派勒发	怀旧服-道具#30374
Blue Shaggy Dragon	蓝色派勒发	怀旧服-道具#30375
Purple Shaggy Dragon	紫色派勒发	怀旧服-道具#30376
Brown Shaggy Dragon	褐色派勒发	怀旧服-道具#30377
Black Tribal Buzz	黑色虫虫头	怀旧服-道具#30400
Red Tribal Buzz	红色虫虫头	怀旧服-道具#30401
Orange Tribal Buzz	橙色虫虫头	怀旧服-道具#30402
Blonde Tribal Buzz	黄色虫虫头	怀旧服-道具#30403
Green Tribal Buzz	绿色虫虫头	怀旧服-道具#30404
Blue Tribal Buzz	蓝色虫虫头	怀旧服-道具#30405
Purple Tribal Buzz	紫色虫虫头	怀旧服-道具#30406
Brown Tribal Buzz	褐色虫虫头	怀旧服-道具#30407
Black Veronica	黑色中分翘发	怀旧服-道具#31010
Red Veronica	红色中分翘发	怀旧服-道具#31011
Orange Veronica	橙色中分翘发	怀旧服-道具#31012
Blonde Veronica	黄色中分翘发	怀旧服-道具#31013
Green Veronica	绿色中分翘发	怀旧服-道具#31014
Blue Veronica	蓝色中分翘发	怀旧服-道具#31015
Purple Veronica	紫色中分翘发	怀旧服-道具#31016
Brown Veronica	褐色中分翘发	怀旧服-道具#31017
Black Francesca	黑色卷发	怀旧服-道具#31020
Red Francesca	红色卷发	怀旧服-道具#31021
Orange Francesca	橙色卷发	怀旧服-道具#31022
Blonde Francesca	黄色卷发	怀旧服-道具#31023
Green Francesca	绿色卷发	怀旧服-道具#31024
Blue Francesca	蓝色卷发	怀旧服-道具#31025
Purple Francesca	紫色卷发	怀旧服-道具#31026
Brown Francesca	褐色卷发	怀旧服-道具#31027
Black Polly	黑色辫子	怀旧服-道具#31030
Red Polly	红色辫子	怀旧服-道具#31031
Orange Polly	橙色辫子	怀旧服-道具#31032
Blonde Polly	黄色辫子	怀旧服-道具#31033
Green Polly	绿色辫子	怀旧服-道具#31034
Blue Polly	蓝色辫子	怀旧服-道具#31035
Purple Polly	紫色辫子	怀旧服-道具#31036
Brown Polly	褐色辫子	怀旧服-道具#31037
Black Edgy	黑色边分翘发	怀旧服-道具#31040
Black Annie	黑色乖乖女	怀旧服-道具#31060
Red Annie	红色乖乖女	怀旧服-道具#31061
Orange Annie	橙色乖乖女	怀旧服-道具#31062
Blonde Annie	黄色乖乖女	怀旧服-道具#31063
Green Annie	绿色乖乖女	怀旧服-道具#31064
Blue Annie	蓝色乖乖女	怀旧服-道具#31065
Purple Annie	紫色乖乖女	怀旧服-道具#31066
Brown Annie	褐色乖乖女	怀旧服-道具#31067
Black Stella	黑色浓密卷发	怀旧服-道具#31070
Red Stella	红色浓密卷发	怀旧服-道具#31071
Orange Stella	橙色浓密卷发	怀旧服-道具#31072
Blonde Stella	黄色浓密卷发	怀旧服-道具#31073
Green Stella	绿色浓密卷发	怀旧服-道具#31074
Blue Stella	蓝色浓密卷发	怀旧服-道具#31075
Purple Stella	紫色浓密卷发	怀旧服-道具#31076
Brown Stella	褐色浓密卷发	怀旧服-道具#31077
Black Parted Pomp	黑色四六分	怀旧服-道具#31080
Red Parted Pomp	红色四六分	怀旧服-道具#31081
Orange Parted Pomp	橙色四六分	怀旧服-道具#31082
Blonde Parted Pomp	黄色四六分	怀旧服-道具#31083
Green Parted Pomp	绿色四六分	怀旧服-道具#31084
Blue Parted Pomp	蓝色四六分	怀旧服-道具#31085
Purple Parted Pomp	紫色四六分	怀旧服-道具#31086
Brown Parted Pomp	褐色四六分	怀旧服-道具#31087
Black Bridget	黑色马尾	怀旧服-道具#31090
Red Bridget	红色马尾	怀旧服-道具#31091
Orange Bridget	橙色马尾	怀旧服-道具#31092
Blonde Bridget	黄色马尾	怀旧服-道具#31093
Green Bridget	绿色马尾	怀旧服-道具#31094
Blue Bridget	蓝色马尾	怀旧服-道具#31095
Purple Bridget	紫色马尾	怀旧服-道具#31096
Brown Bridget	褐色马尾	怀旧服-道具#31097
Black Jolie	黑色清纯女发	怀旧服-道具#31130
Red Jolie	红色清纯女发	怀旧服-道具#31131
Orange Jolie	橙色清纯女发	怀旧服-道具#31132
Blonde Jolie	黄色清纯女发	怀旧服-道具#31133
Green Jolie	绿色清纯女发	怀旧服-道具#31134
Blue Jolie	蓝色清纯女发	怀旧服-道具#31135
Purple Jolie	紫色清纯女发	怀旧服-道具#31136
Brown Jolie	褐色清纯女发	怀旧服-道具#31137
Black Pei Pei	黑色书童女	怀旧服-道具#31140
Red Pei Pei	红色书童女	怀旧服-道具#31141
Orange Pei Pei	橙色书童女	怀旧服-道具#31142
Blonde Pei Pei	黄色书童女	怀旧服-道具#31143
Green Pei Pei	绿色书童女	怀旧服-道具#31144
Blue Pei Pei	蓝色书童女	怀旧服-道具#31145
Purple Pei Pei	紫色书童女	怀旧服-道具#31146
Brown Pei Pei	褐色书童女	怀旧服-道具#31147
Black Lori	黑色小髻	怀旧服-道具#31160
Red Lori	红色小髻	怀旧服-道具#31161
Orange Lori	橙色小髻	怀旧服-道具#31162
Blonde Lori	黄色小髻	怀旧服-道具#31163
Green Lori	绿色小髻	怀旧服-道具#31164
Blue Lori	蓝色小髻	怀旧服-道具#31165
Purple Lori	紫色小髻	怀旧服-道具#31166
Brown Lori	褐色小髻	怀旧服-道具#31167
Black Holla' Back Do	黑色小可爱头发	怀旧服-道具#31200
Red Holla' Back Do	红色小可爱头发	怀旧服-道具#31201
Orange Holla' Back Do	橙色小可爱头发	怀旧服-道具#31202
Blonde Holla' Back Do	黄色小可爱头发	怀旧服-道具#31203
Green Holla' Back Do	绿色小可爱头发	怀旧服-道具#31204
Blue Holla' Back Do	蓝色小可爱头发	怀旧服-道具#31205
Purple Holla' Back Do	紫色小可爱头发	怀旧服-道具#31206
Brown Holla' Back Do	褐色小可爱头发	怀旧服-道具#31207
Black Perfect Stranger	黑色刘海	怀旧服-道具#31210
Red Perfect Stranger	红色刘海	怀旧服-道具#31211
Orange Perfect Stranger	橙色刘海	怀旧服-道具#31212
Blonde Perfect Stranger	黄色刘海	怀旧服-道具#31213
Green Perfect Stranger	绿色刘海	怀旧服-道具#31214
Blue Perfect Stranger	蓝色刘海	怀旧服-道具#31215
Purple Perfect Stranger	紫色刘海	怀旧服-道具#31216
Brown Perfect Stranger	褐色刘海	怀旧服-道具#31217
Black Disheveled	黑色野人头	怀旧服-道具#31240
Red Disheveled	红色野人头	怀旧服-道具#31241
Orange Disheveled	橙色野人头	怀旧服-道具#31242
Blonde Disheveled	黄色野人头	怀旧服-道具#31243
Green Disheveled	绿色野人头	怀旧服-道具#31244
Blue Disheveled	蓝色野人头	怀旧服-道具#31245
Purple Disheveled	紫色野人头	怀旧服-道具#31246
Brown Disheveled	褐色野人头	怀旧服-道具#31247
Black Bowlcut	黑色娃娃头	怀旧服-道具#31250
Red Bowlcut	红色娃娃头	怀旧服-道具#31251
Orange Bowlcut	橙色娃娃头	怀旧服-道具#31252
Blonde Bowlcut	黄色娃娃头	怀旧服-道具#31253
Green Bowlcut	绿色娃娃头	怀旧服-道具#31254
Blue Bowlcut	蓝色娃娃头	怀旧服-道具#31255
Purple Bowlcut	紫色娃娃头	怀旧服-道具#31256
Brown Bowlcut	褐色娃娃头	怀旧服-道具#31257
Black Pigtails	黑色妞妞头	怀旧服-道具#31270
Red Pigtails	红色妞妞头	怀旧服-道具#31271
Orange Pigtails	橙色妞妞头	怀旧服-道具#31272
Blonde Pigtails	黄色妞妞头	怀旧服-道具#31273
Green Pigtails	绿色妞妞头	怀旧服-道具#31274
Blue Pigtails	蓝色妞妞头	怀旧服-道具#31275
Purple Pigtails	紫色妞妞头	怀旧服-道具#31276
Brown Pigtails	褐色妞妞头	怀旧服-道具#31277
Black Ellie	黑色中碎发	怀旧服-道具#31280
Red Ellie	红色中碎发	怀旧服-道具#31281
Orange Ellie	橙色中碎发	怀旧服-道具#31282
Blonde Ellie	黄色中碎发	怀旧服-道具#31283
Green Ellie	绿色中碎发	怀旧服-道具#31284
Blue Ellie	蓝色中碎发	怀旧服-道具#31285
Purple Ellie	紫色中碎发	怀旧服-道具#31286
Brown Ellie	褐色中碎发	怀旧服-道具#31287
Black Naomi	黑色短翘发	怀旧服-道具#31290
Red Naomi	红色短翘发	怀旧服-道具#31291
Orange Naomi	橙色短翘发	怀旧服-道具#31292
Blonde Naomi	黄色短翘发	怀旧服-道具#31293
Green Naomi	绿色短翘发	怀旧服-道具#31294
Blue Naomi	蓝色短翘发	怀旧服-道具#31295
Purple Naomi	紫色短翘发	怀旧服-道具#31296
Brown Naomi	褐色短翘发	怀旧服-道具#31297
Black Carla	黑色风韵发型	怀旧服-道具#31310
Red Carla	红色风韵发型	怀旧服-道具#31311
Orange Carla	橙色风韵发型	怀旧服-道具#31312
Blonde Carla	黄色风韵发型	怀旧服-道具#31313
Green Carla	绿色风韵发型	怀旧服-道具#31314
Blue Carla	蓝色风韵发型	怀旧服-道具#31315
Purple Carla	紫色风韵发型	怀旧服-道具#31316
Brown Carla	褐色风韵发型	怀旧服-道具#31317
Black Roxy	黑色菊花头	怀旧服-道具#31320
Red Roxy	红色菊花头	怀旧服-道具#31321
Orange Roxy	橙色菊花头	怀旧服-道具#31322
Blonde Roxy	黄色菊花头	怀旧服-道具#31323
Green Roxy	绿色菊花头	怀旧服-道具#31324
Blue Roxy	蓝色菊花头	怀旧服-道具#31325
Purple Roxy	紫色菊花头	怀旧服-道具#31326
Brown Roxy	褐色菊花头	怀旧服-道具#31327
Black Rae	黑色调皮乖乖头	怀旧服-道具#31340
Red Rae	红色调皮乖乖头	怀旧服-道具#31341
Orange Rae	橙色调皮乖乖头	怀旧服-道具#31342
Blonde Rae	黄色调皮乖乖头	怀旧服-道具#31343
Green Rae	绿色调皮乖乖头	怀旧服-道具#31344
Blue Rae	蓝色调皮乖乖头	怀旧服-道具#31345
Purple Rae	紫色调皮乖乖头	怀旧服-道具#31346
Brown Rae	褐色调皮乖乖头	怀旧服-道具#31347
Black Fourtail Braids	黑色手鞠头	怀旧服-道具#31350
Red Fourtail Braids	红色手鞠头	怀旧服-道具#31351
Orange Fourtail Braids	橙色手鞠头	怀旧服-道具#31352
Blonde Fourtail Braids	黄色手鞠头	怀旧服-道具#31353
Green Fourtail Braids	绿色手鞠头	怀旧服-道具#31354
Blue Fourtail Braids	蓝色手鞠头	怀旧服-道具#31355
Purple Fourtail Braids	紫色手鞠头	怀旧服-道具#31356
Brown Fourtail Braids	褐色手鞠头	怀旧服-道具#31357
Black Stylish Burst Hair	黑色个性主播发型	怀旧服-道具#31380
Red Stylish Burst Hair	红色个性主播发型	怀旧服-道具#31381
Orange Stylish Burst Hair	橙色个性主播发型	怀旧服-道具#31382
Blonde Stylish Burst Hair	黄色个性主播发型	怀旧服-道具#31383
Green Stylish Burst Hair	绿色个性主播发型	怀旧服-道具#31384
Blue Stylish Burst Hair	蓝色个性主播发型	怀旧服-道具#31385
Purple Stylish Burst Hair	紫色个性主播发型	怀旧服-道具#31386
Brown Stylish Burst Hair	褐色个性主播发型	怀旧服-道具#31387
Black Boyish	黑色夏日短发	怀旧服-道具#31400
Red Boyish	红色夏日短发	怀旧服-道具#31401
Orange Boyish	橙色夏日短发	怀旧服-道具#31402
Blonde Boyish	黄色夏日短发	怀旧服-道具#31403
Green Boyish	绿色夏日短发	怀旧服-道具#31404
Blue Boyish	蓝色夏日短发	怀旧服-道具#31405
Purple Boyish	紫色夏日短发	怀旧服-道具#31406
Brown Boyish	褐色夏日短发	怀旧服-道具#31407
Brown Skullcap	褐色皮帽	怀旧服-道具#1002000
